module_code,course_title,industry,industry_others,occupation,other_occupations_title
GE1101E,General Physiology,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,SOCIAL WORKER
MA1101R,Making Sense of Society,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,SOCIAL WORKER
LAJ2201,Managerial Accounting,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,SOCIAL WORKER
LAB1201,Introduction to Japanese Studies,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,SOCIAL WORKER
FIN2004,Singapore Society,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,SOCIAL WORKER
ACC1002,B.Eng. Dissertation,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,SOCIAL WORKER
MA2216,Everyday Life of Chinese Singaporeans: Past & Present (taught in English),"Legal, Accounting and Auditing",,Appraiser/ Valuer,
GEK1001,Cognitive Psychology,"Legal, Accounting and Auditing",,Appraiser/ Valuer,
EE2020,Business Analytics - Models & Decisions,"Legal, Accounting and Auditing",,Appraiser/ Valuer,
MNO1001,Finance,"Legal, Accounting and Auditing",,Appraiser/ Valuer,
LAJ2202,Mechanics of Materials,"Legal, Accounting and Auditing",,Appraiser/ Valuer,
EG3601,Signals and Systems,"Legal, Accounting and Auditing",,Appraiser/ Valuer,
BSP1005,Physics IIE,"Legal, Accounting and Auditing",,Appraiser/ Valuer,
GET1008,Contemporary Social Issues in Singapore,"Legal, Accounting and Auditing",,Appraiser/ Valuer,
ST2131,Cell Biology,"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),
LSM4199,Fluid-Solid Systems,"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),
BSP1703,Measurement (Building Works),"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),
ES1103,Social Psychology of New Media,"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),
LAJ1201,DOCTORAL SEMINARS,"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),
EE3331C,Thermodynamics and Statistical Mechanics,"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),
LSM1401,Data Structures and Algorithms I,"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),
SSB2216,Anatomy and Physiology I,"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),
IS1105,Visualisation in Design and Technology,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,
LSM3223,Entrepreneurship,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,
GEK1055,Principles of Modern Chemistry,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,
NM2219,Devices and Circuits,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,
LAC1201,Social Psychology,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,
CS2100,The Evolution of a Global City-State,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,
EC1301,Financial Accounting,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,
ACC2002,Introduction to Economic Analysis,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
ACC2002,Introduction to Economic Analysis,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
GEK1055,Principles of Modern Chemistry,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
RE2104,"Leisure, Recreation and Tourism","Legal, Accounting and Auditing",,"Others, please provide job title and description",
GEK1505,Introductory Materials Science And Engineering,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
CM1101,Process Synthesis and Simulation,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
EG1413,Introduction to Operating Systems,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
EC1101E,Changing Landscapes of Singapore,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
EC1101E,Changing Landscapes of Singapore,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
EC2102,Understanding the Universe,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
EC1101E,Changing Landscapes of Singapore,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
GEQ1000,Operations Management,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
AR2223,Anatomy,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
GEK1519,Multivariable Calculus,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
ME6999,Quality Engineering I,"Legal, Accounting and Auditing",,Research and Development Manager,
ME2101,Forensic Science,"Legal, Accounting and Auditing",,Research and Development Manager,
CM1191,Property Management,"Legal, Accounting and Auditing",,Research and Development Manager,
ES5001A,Reporting Statistics in the Media,"Legal, Accounting and Auditing",,Research and Development Manager,
PL2131,Molecular Genetics,"Legal, Accounting and Auditing",,Research and Development Manager,
LAT1201,Investment Analysis and Portfolio Management,"Legal, Accounting and Auditing",,Research and Development Manager,
DSC1007,Process Modeling And Numerical Simulation,"Legal, Accounting and Auditing",,Research and Development Manager,
HR2002,HeadStart Module (A Career Development Programme),"Legal, Accounting and Auditing",,"Others, please provide job title and description",
ST1232,Microeconomic Analysis I,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
MA2214,Dissertation,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
SSA1201,Macroeconomic Analysis I,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
CS1231,Nation-Building in Singapore,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
BSP1703,Measurement (Building Works),"Legal, Accounting and Auditing",,"Others, please provide job title and description",
MLE1101,Human Capital in Organizations,"Legal, Accounting and Auditing",,"Others, please provide job title and description",
GEK1508,Calculus for Computing,"Legal, Accounting and Auditing",,Lawyer (excluding advocate and solicitor),
AR2723,Structural Mechanics and Materials,"Legal, Accounting and Auditing",,Lawyer (excluding advocate and solicitor),
EC3101,Statistics for Life Sciences,"Legal, Accounting and Auditing",,Lawyer (excluding advocate and solicitor),
LAB1201,Introduction to Japanese Studies,"Legal, Accounting and Auditing",,Lawyer (excluding advocate and solicitor),
CL2280,Computer Architecture,"Legal, Accounting and Auditing",,Lawyer (excluding advocate and solicitor),
SW2104,Organic Chemistry 1,"Legal, Accounting and Auditing",,Lawyer (excluding advocate and solicitor),
SC1101E,Physics IE,"Legal, Accounting and Auditing",,Lawyer (excluding advocate and solicitor),
EE2032,New Venture Creation,"Legal, Accounting and Auditing",,General Practitioner/ Physician (Generalist Medical Practitioner),
CFG1010,Engineering Professionalism,"Legal, Accounting and Auditing",,General Practitioner/ Physician (Generalist Medical Practitioner),
LAF2201,Introduction to Modern Physics,"Legal, Accounting and Auditing",,General Practitioner/ Physician (Generalist Medical Practitioner),
PY1105,Weather and Climate,"Legal, Accounting and Auditing",,General Practitioner/ Physician (Generalist Medical Practitioner),
EE2020,Business Analytics - Models & Decisions,"Legal, Accounting and Auditing",,General Practitioner/ Physician (Generalist Medical Practitioner),
PC1222,Macroeconomic Analysis II,"Legal, Accounting and Auditing",,General Practitioner/ Physician (Generalist Medical Practitioner),
EE2022,Research Methods,"Legal, Accounting and Auditing",,General Practitioner/ Physician (Generalist Medical Practitioner),
MNO1001X,Introduction to Media Writing,"Legal, Accounting and Auditing",,Manufacturing Engineer,SOCIAL WORKER
MA1102R,Southeast Asia: A Changing Region,"Legal, Accounting and Auditing",,Manufacturing Engineer,SOCIAL WORKER
PC1432,Japanese 1,"Legal, Accounting and Auditing",,Manufacturing Engineer,SOCIAL WORKER
EG1109,Computer Organisation,"Legal, Accounting and Auditing",,Manufacturing Engineer,SOCIAL WORKER
IS2102,Anthropology and the Human Condition,"Legal, Accounting and Auditing",,Manufacturing Engineer,SOCIAL WORKER
BSP2001,Genes and Society,"Legal, Accounting and Auditing",,Manufacturing Engineer,SOCIAL WORKER
MA1511,Differential Equations for Engineering,"Legal, Accounting and Auditing",,Manufacturing Engineer,SOCIAL WORKER
CE2409,Electronics,"Legal, Accounting and Auditing",,Business Development Executive,
GET1008,Contemporary Social Issues in Singapore,"Legal, Accounting and Auditing",,Business Development Executive,
LSM2101,Statics And Mechanics Of Materials,"Legal, Accounting and Auditing",,Business Development Executive,
PC1431,NUS Data Protection & PDPA Guidelines,"Legal, Accounting and Auditing",,Business Development Executive,
LAJ1201,DOCTORAL SEMINARS,"Legal, Accounting and Auditing",,Business Development Executive,
NUR1117,South Asia in Singapore,"Legal, Accounting and Auditing",,Business Development Executive,
DP1001,Mathematics I,"Legal, Accounting and Auditing",,Business Development Executive,
MA1505,Quantitative Reasoning,"Legal, Accounting and Auditing",,Legal Officer,
LSM1103,Principles of Mechanical Eng. Materials,"Legal, Accounting and Auditing",,Legal Officer,
CN4118R,Power Electronics,"Legal, Accounting and Auditing",,Legal Officer,
ME2134,Engineering Thermodynamics,"Legal, Accounting and Auditing",,Legal Officer,
CN3121,Industrial Practice,"Legal, Accounting and Auditing",,Legal Officer,
CS2010,Abnormal Psychology,"Legal, Accounting and Auditing",,Legal Officer,
RE1103,Chinese Heritage: History and Literature,"Legal, Accounting and Auditing",,Legal Officer,
EC3371,English For Academic Purposes (Engg),"Legal, Accounting and Auditing",,Auditor (Accounting),
LAB1201,Introduction to Japanese Studies,"Legal, Accounting and Auditing",,Auditor (Accounting),
ST2131,Cell Biology,"Legal, Accounting and Auditing",,Auditor (Accounting),
CS2103T,Business and Technical Communication,"Legal, Accounting and Auditing",,Auditor (Accounting),
ME2134,Engineering Thermodynamics,"Legal, Accounting and Auditing",,Auditor (Accounting),
LSM1102,Discrete Structures,"Legal, Accounting and Auditing",,Auditor (Accounting),
LAB1201,Introduction to Japanese Studies,"Legal, Accounting and Auditing",,Auditor (Accounting),
PL3235,Quantitative Methods for Economic Analysis,Logistics and Supply Chain Management,,"Others, please provide job title and description",
PL3234,Industrial Attachment Programme,Logistics and Supply Chain Management,,"Others, please provide job title and description",
NM1101E,Asking Questions,Logistics and Supply Chain Management,,"Others, please provide job title and description",
LSM2103,Introduction to Politics,Logistics and Supply Chain Management,,"Others, please provide job title and description",
EE2023,Strategic IT Applications,Logistics and Supply Chain Management,,"Others, please provide job title and description",
CM1191,Property Management,Logistics and Supply Chain Management,,"Others, please provide job title and description",
SSA2211,Geographical Journeys: Exploring World Environments,Logistics and Supply Chain Management,,"Others, please provide job title and description",
DP1001,Mathematics I,Logistics and Supply Chain Management,,"Others, please provide job title and description",
CS1010E,Principles of Marketing,Logistics and Supply Chain Management,,"Others, please provide job title and description",SOCIAL WORKER
EG1112,"Samurai, Geisha, Yakuza as Self or Other",Logistics and Supply Chain Management,,"Others, please provide job title and description",SOCIAL WORKER
EG2401,Principles of Economics,Logistics and Supply Chain Management,,"Others, please provide job title and description",SOCIAL WORKER
ES5001A,Reporting Statistics in the Media,Logistics and Supply Chain Management,,"Others, please provide job title and description",SOCIAL WORKER
ME2143,Fundamental Pharmacology,Logistics and Supply Chain Management,,"Others, please provide job title and description",SOCIAL WORKER
ME6999,Quality Engineering I,Logistics and Supply Chain Management,,"Others, please provide job title and description",SOCIAL WORKER
EG1109,Computer Organisation,Logistics and Supply Chain Management,,"Others, please provide job title and description",SOCIAL WORKER
GER1000,Programming Methodology,Logistics and Supply Chain Management,,"Others, please provide job title and description",SOCIAL WORKER
HR2002,HeadStart Module (A Career Development Programme),Manufacturing,,Mechanical Engineer,PERSONAL BANKER
ACC1701,Entrepreneurial Marketing,Manufacturing,,Mechanical Engineer,PERSONAL BANKER
CM1121,Database Systems,Manufacturing,,Mechanical Engineer,PERSONAL BANKER
EC3303,Bahasa Indonesia 1,Manufacturing,,Mechanical Engineer,PERSONAL BANKER
GEK1519,Multivariable Calculus,Manufacturing,,Mechanical Engineer,PERSONAL BANKER
LC1003,Organic Chemistry for Engineers,Manufacturing,,Mechanical Engineer,PERSONAL BANKER
CM1101,Process Synthesis and Simulation,Manufacturing,,Mechanical Engineer,PERSONAL BANKER
MA1102R,Southeast Asia: A Changing Region,Maritime/ Shipping,,Non Applicable based on skip pattern,
CE3132,Innovativeness In Engineering Design,Maritime/ Shipping,,Non Applicable based on skip pattern,
EC2303,Science of Music,Maritime/ Shipping,,Non Applicable based on skip pattern,
CN1111,Physical Chemistry 1,Maritime/ Shipping,,Non Applicable based on skip pattern,
GER1000,Programming Methodology,Maritime/ Shipping,,Non Applicable based on skip pattern,
IE2130E,Systems & Control,Maritime/ Shipping,,Non Applicable based on skip pattern,
EG2401,Principles of Economics,Maritime/ Shipping,,Non Applicable based on skip pattern,
CE2407,Global Environmental Issues,Medical and Precision Instruments,,"Others, please provide job title and description",
DSC2003,Organic Chemistry 2,Medical and Precision Instruments,,"Others, please provide job title and description",
PC1432,Japanese 1,Medical and Precision Instruments,,"Others, please provide job title and description",
CS2100,The Evolution of a Global City-State,Medical and Precision Instruments,,"Others, please provide job title and description",
MA4199,English For Academic Purposes (Science),Medical and Precision Instruments,,"Others, please provide job title and description",
LSM1102,Discrete Structures,Medical and Precision Instruments,,"Others, please provide job title and description",
MA1506,Mathematics II,Medical and Precision Instruments,,"Others, please provide job title and description",
EE1003,Complementary Medicine and Health,Non Applicable based on skip pattern,,Appraiser/ Valuer,
AR2221,Tumour Biology,Non Applicable based on skip pattern,,Appraiser/ Valuer,
PC1221,Regression Analysis,Non Applicable based on skip pattern,,Appraiser/ Valuer,
PR2202,Construction Project Management,Non Applicable based on skip pattern,,Appraiser/ Valuer,
CN4122,Industrial Organisation I,Non Applicable based on skip pattern,,Appraiser/ Valuer,
PS2249,Signals,Non Applicable based on skip pattern,,Appraiser/ Valuer,
PL3234,Industrial Attachment Programme,Non Applicable based on skip pattern,,Appraiser/ Valuer,
PR2105,FINANCIAL MANAGEMENT,Non Applicable based on skip pattern,,Appraiser/ Valuer,
GES1028,Introduction to Electricity & Magnetism,Non Applicable based on skip pattern,,Systems Analyst,
PL3242,Geotechnical Engineering,Non Applicable based on skip pattern,,Systems Analyst,
PC1322,"South Asia : People, Culture, Develop'm",Non Applicable based on skip pattern,,Systems Analyst,
FAS1101,Financial Economics I,Non Applicable based on skip pattern,,Systems Analyst,
GER1000,Programming Methodology,Non Applicable based on skip pattern,,Systems Analyst,
PR1102,DCP Project,Non Applicable based on skip pattern,,Systems Analyst,
NM2104,Fundamentals of Real Estate Finance,Non Applicable based on skip pattern,,Systems Analyst,
MA2213,Fluid Mechanics,Non Applicable based on skip pattern,,Systems Analyst,
MDG5108,PROPERTY AND FACILITIES MANAGEMENT,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER
GEM2900,General and Physical Chemistry for Engineers,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER
BSP1005,Physics IIE,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER
MA1101R,Making Sense of Society,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER
GEM2900,General and Physical Chemistry for Engineers,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER
MLE1101,Human Capital in Organizations,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER
ME2112,Clean Energy and Storage,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER
IS1105,Visualisation in Design and Technology,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER
ME2135,Digital Fundamentals,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PL1101E,Electrical Engineering,Non Applicable based on skip pattern,,"Others, please provide job title and description",
MA1301,Molecular Biology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
GER1000,Programming Methodology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LAJ2201,Managerial Accounting,Non Applicable based on skip pattern,,"Others, please provide job title and description",
SC1101E,Physics IE,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EE6999,The Biophysical Environment of Singapore,Non Applicable based on skip pattern,,"Others, please provide job title and description",
IS1105,Visualisation in Design and Technology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LSM1102,Discrete Structures,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CS2103T,Business and Technical Communication,Non Applicable based on skip pattern,,"Others, please provide job title and description",
SC2101,Immunology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
BSP1004,Probability,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EG1108,Linear Algebra I,Non Applicable based on skip pattern,,"Others, please provide job title and description",
NM2219,Devices and Circuits,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CS1010,Developmental Psychology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PC1322,"South Asia : People, Culture, Develop'm",Non Applicable based on skip pattern,,"Others, please provide job title and description",
ME2121,Introduction to Computer Networks,Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",
NM1101E,Asking Questions,Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",
GER1000,Programming Methodology,Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",
CM2121,Analytical Chemistry 1,Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",
MA1421,Fundamentals of Physics I,Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",
LSM1104,Feedback Control Systems,Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",
MA1101R,Making Sense of Society,Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",
PH1102E,"Legal Analysis, Research & Communication",Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",
ME2113,Money and Banking I,Non Applicable based on skip pattern,,Lawyer (excluding advocate and solicitor),ASSISTANT MANAGER
PC1222,Macroeconomic Analysis II,Non Applicable based on skip pattern,,Lawyer (excluding advocate and solicitor),ASSISTANT MANAGER
NCC1001,Social Work: A Heart-Head-Hand Connection,Non Applicable based on skip pattern,,Lawyer (excluding advocate and solicitor),ASSISTANT MANAGER
MKT1003,Management And Organisation,Non Applicable based on skip pattern,,Lawyer (excluding advocate and solicitor),ASSISTANT MANAGER
LSM1401,Data Structures and Algorithms I,Non Applicable based on skip pattern,,Lawyer (excluding advocate and solicitor),ASSISTANT MANAGER
LSM1101,"Communications, New Media and Society",Non Applicable based on skip pattern,,Lawyer (excluding advocate and solicitor),ASSISTANT MANAGER
MA1506,Mathematics II,Non Applicable based on skip pattern,,Lawyer (excluding advocate and solicitor),ASSISTANT MANAGER
LSM1101,"Communications, New Media and Society",Non Applicable based on skip pattern,,Lawyer (excluding advocate and solicitor),ASSISTANT MANAGER
PC1432,Japanese 1,Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR
AR2221,Tumour Biology,Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR
LSM1104,Feedback Control Systems,Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR
EC3303,Bahasa Indonesia 1,Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR
SC2101,Immunology,Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR
MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR
AR1721,Workplace Readiness,Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR
EG2401,Principles of Economics,Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR
ST3131,Chemical Kinetics & Reactor Design,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EE4001,German 1,Non Applicable based on skip pattern,,"Others, please provide job title and description",
DSC2006,Managerial Economics,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PA2106,Honours Project in Chemistry,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EC3102,Manufacturing Processes,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ME2101,Forensic Science,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EE2004,Experiments in Chemistry 1,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LSM1401,Data Structures and Algorithms I,Non Applicable based on skip pattern,,"Others, please provide job title and description",
FSP4003,Medicine,Non Applicable based on skip pattern,,"Others, please provide job title and description",
MA1101R,Making Sense of Society,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EG1109,Computer Organisation,Non Applicable based on skip pattern,,"Others, please provide job title and description",
GEK1520,Understand'g Uncertainty & Stats Think'g,Non Applicable based on skip pattern,,"Others, please provide job title and description",
GEM2900,General and Physical Chemistry for Engineers,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PS1101E,StepUp Module (A Career Development Programme),Non Applicable based on skip pattern,,"Others, please provide job title and description",
PC1432,Japanese 1,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ACC2002,Introduction to Economic Analysis,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CS3230,Real Estate Finance,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ST3131,Chemical Kinetics & Reactor Design,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EC3303,Bahasa Indonesia 1,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LC1007,Industrial Management,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CS2010,Abnormal Psychology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ACC1002,B.Eng. Dissertation,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CS1231,Nation-Building in Singapore,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ES2002,Fluid Mechanics I,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EG3602,Retelling Chinese Stories: Change and Continuity,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),
PC1431,NUS Data Protection & PDPA Guidelines,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),
CE2155,The Sociology of Food,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),
PR1101,Health Psychology,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),
GEK1527,Legal Environment Of Business,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),
PL3239,Popular Culture in Singapore,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),
PC1325,Social Thought & Social Theory,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),
MKT1003,Management And Organisation,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),
CM2121,Analytical Chemistry 1,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,
GEK1520,Understand'g Uncertainty & Stats Think'g,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,
GL1101E,Public Finance,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,
SC3101,Ethics In Engineering,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,
MA1421,Fundamentals of Physics I,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,
LAJ2201,Managerial Accounting,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,
CH1101E,Management Science,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,
ST2131,Cell Biology,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,
GER1000,Programming Methodology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
SN1101E,Government and Politics of Singapore,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ME3122,Sensors & Actuators,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CN3124,Analytical Methods in Electrical and Computer Engineering,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LAB1201,Introduction to Japanese Studies,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ME2135,Digital Fundamentals,Non Applicable based on skip pattern,,"Others, please provide job title and description",
DSC2006,Managerial Economics,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ES1000,Real-Time Operating Systems,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LSM2241,Advanced Experiments In Analytical & Physical Chemistry,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LC2006B,Japanese 5,Non Applicable based on skip pattern,,"Others, please provide job title and description",
MA1104,Numerical Analysis I,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LAJ2202,Mechanics of Materials,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EG1413,Introduction to Operating Systems,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PS2237,Emerging Technologies in Electrical Engineering,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LSM1301,Introduction to Psychology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ME2142,Fundamentals of Physics II,Non Applicable based on skip pattern,,Auditor (Accounting),
CS1010E,Principles of Marketing,Non Applicable based on skip pattern,,Auditor (Accounting),
EC2101,The Nature of Language,Non Applicable based on skip pattern,,Auditor (Accounting),
CS2100,The Evolution of a Global City-State,Non Applicable based on skip pattern,,Auditor (Accounting),
ME2121,Introduction to Computer Networks,Non Applicable based on skip pattern,,Auditor (Accounting),
CS2100,The Evolution of a Global City-State,Non Applicable based on skip pattern,,Auditor (Accounting),
LSM1101,"Communications, New Media and Society",Non Applicable based on skip pattern,,Auditor (Accounting),
ES2331,Honours Project in Life Sciences,Non Applicable based on skip pattern,,Pharmacist,
PL3234,Industrial Attachment Programme,Non Applicable based on skip pattern,,Pharmacist,
MA1104,Numerical Analysis I,Non Applicable based on skip pattern,,Pharmacist,
GEM2900,General and Physical Chemistry for Engineers,Non Applicable based on skip pattern,,Pharmacist,
CM2142,Heat & Mass Transfer,Non Applicable based on skip pattern,,Pharmacist,
EC2101,The Nature of Language,Non Applicable based on skip pattern,,Pharmacist,
LAF2201,Introduction to Modern Physics,Non Applicable based on skip pattern,,Pharmacist,
ES1000,Real-Time Operating Systems,Non Applicable based on skip pattern,,Registered Nurse,
PS1101E,StepUp Module (A Career Development Programme),Non Applicable based on skip pattern,,Registered Nurse,
CS1010E,Principles of Marketing,Non Applicable based on skip pattern,,Registered Nurse,
ME2134,Engineering Thermodynamics,Non Applicable based on skip pattern,,Registered Nurse,
TG1422,Quantitative Physiology for Bioengineers,Non Applicable based on skip pattern,,Registered Nurse,
CN4121,Core Clinical Practice,Non Applicable based on skip pattern,,Registered Nurse,
DSC2006,Managerial Economics,Non Applicable based on skip pattern,,Registered Nurse,
GES1003,Complex Analysis I,Non Applicable based on skip pattern,,Singapore Armed Forces Personnel,SOCIAL WORKER
ME2114,Law Of Torts,Non Applicable based on skip pattern,,Singapore Armed Forces Personnel,SOCIAL WORKER
ME2114,Law Of Torts,Non Applicable based on skip pattern,,Singapore Armed Forces Personnel,SOCIAL WORKER
IS1105,Visualisation in Design and Technology,Non Applicable based on skip pattern,,Singapore Armed Forces Personnel,SOCIAL WORKER
EG1108,Linear Algebra I,Non Applicable based on skip pattern,,Singapore Armed Forces Personnel,SOCIAL WORKER
BMA5009,Chemical Engineering Process Laboratory III,Non Applicable based on skip pattern,,Singapore Armed Forces Personnel,SOCIAL WORKER
CM1111,Design Project,Non Applicable based on skip pattern,,Singapore Armed Forces Personnel,SOCIAL WORKER
TE2101,Fundamentals of Project Management,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CE2112,Sociology of Family,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PC1432,Japanese 1,Non Applicable based on skip pattern,,"Others, please provide job title and description",
MA1506,Mathematics II,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PL3236,French 1,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LC1003,Organic Chemistry for Engineers,Non Applicable based on skip pattern,,"Others, please provide job title and description",
MA1101R,Making Sense of Society,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CM1502,Living with Mathematics,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PL3233,Fundamentals Of Mechanical Design,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PC1222,Macroeconomic Analysis II,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LAJ2202,Mechanics of Materials,Non Applicable based on skip pattern,,"Others, please provide job title and description",
MNO1001X,Introduction to Media Writing,Non Applicable based on skip pattern,,"Others, please provide job title and description",
GER1000,Programming Methodology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
GE2221,Basic Translation,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LAJ2201,Managerial Accounting,Non Applicable based on skip pattern,,"Others, please provide job title and description",EXECUTIVE
